BLOCK,PLOT,TREE,SPP,DBH.11,DBH.23,HT.23,LLB.HT.23,STATUS.23
B4,10,22,NS,3.5,7,,,1
B4,10,23,NS,2.8,5.6,,,1
B4,10,24,NS,2.3,5.3,,,1
B4,10,25,NS,3.3,6.2,,,1
B4,10,26,NS,3.3,5.8,,,1
B4,10,27,NS,3.3,6.1,,,1
B4,10,28,NS,2.8,5.1,,,1
B4,10,29,NS,2.7,5.6,,,1
B4,10,30,NS,2.9,5.1,,,1
B4,10,31,NS,,6.8,,,1
B4,10,32,NS,3.6,6.4,,,1
B4,10,33,NS,3.1,5.5,,,1
B4,10,34,NS,3.7,7.5,,,1
B4,10,35,NS,3.9,7.2,,,1
B4,10,36,NS,3.4,6.3,,,1
B4,10,37,NS,3.3,6.4,,,1
B4,10,38,NS,3.5,6.5,,,1
B4,10,39,NS,3.5,5.1,,,1
B4,10,40,NS,3.7,6.6,,,1
B4,10,41,NS,3.2,5.2,,,1
B4,10,42,NS,3.9,,,,14
B4,10,43,NS,3,5.2,,,1
B4,10,44,NS,2,3.7,,,1
B4,10,45,NS,2.2,3.2,,,1
B4,10,46,NS,3.4,5.8,,,1
B4,10,47,NS,1.7,4,,,1
B4,10,48,NS,3.7,6.2,,,1
B4,10,49,NS,3.3,5.2,,,1
B4,10,50,NS,1.7,4.2,,,1
B4,10,51,NS,,9.1,,,6
B4,10,52,NS,4.8,,,,14
B4,10,53,NS,3,5.2,,,1
B4,10,54,NS,2.5,4.4,,,1
B4,10,55,NS,2.7,6.2,,,1
B4,10,56,NS,1.8,3.8,,,1
B4,10,57,NS,2.7,4.7,,,1
B4,10,58,NS,2,4.4,,,1
B4,10,59,NS,1.9,3.3,,,1
B4,10,60,NS,2.4,7.1,,,1
B4,10,61,NS,4,6.6,,,1
B4,10,62,NS,3.3,6.6,,,1
B4,10,63,NS,2.8,5.9,,,1
B4,10,64,NS,2.1,5.3,,,1
B4,10,65,NS,,,,,6
B4,10,66,NS,2,4.7,,,1
B4,10,67,NS,3.4,5.6,,,1
B4,10,68,NS,2.2,4.2,,,1
B4,10,69,NS,2.5,4.1,,,1
B4,10,1550,NS,1.3,,,,14
B4,10,B1,NS,4.1,,,,14
B4,10,510,NS,,5.3,,,1
B4,10,511,NS,,5.2,,,1
B4,10,512,NS,,2.4,,,1
B4,10,513,NS,,6.7,,,1
B4,10,514,NS,,3.4,,,1
B4,10,515,NS,,2.9,,,1
B4,10,516,NS,,3.1,,,1
