Block,Plot,Tree,Spp.,DBH,Ht,HCB,CW1,CW2,Comments
B3,10,1063,RS,5.5,,,,,
B3,10,1078,RS,4.2,,,,,
B3,10,1084,RS,5,,,,,
B3,10,1068,RS,2.6,,,,,
B3,10,1073,RS,3.9,,,,,
B3,10,1072,RS,7.7,,,,,
B3,10,1062,RS,3.4,,,,,
B3,10,1090,RS,5.8,,,,,
B3,10,1091,RS,,,,,,81 cm
B3,10,1079,RS,7.9,,,,,
B3,10,1071,RS,6.1,,,,,
B3,10,1080,RS,6.3,,,,,
B3,10,1081,RS,3.9,,,,,
B3,10,1069,RS,2.3,,,,,
B3,10,1083,RS,2.4,2.7,14,,,
B3,10,1082,RS,2.9,,,,,
B3,10,1059,RS,3.7,,,,,
B3,10,1087,RS,1.4,,,,,
B3,10,1092,RS,2,,,,,
B3,10,1058,RS,2.3,,,,,
B3,10,1070,RS,3.6,,,,,
B3,10,1061,RS,5.9,,,,,
B3,10,1067,RS,5.5,,,,,
B3,10,1071,RS,3.8,,,,,
B3,10,1056,RS,3,,,,,
B3,10,1051,RS,,1.37,,,,ALIVE
B3,10,1062,RS,2.8,,,,,
B3,10,1050,RS,0.8,,,,,
B3,10,1052,RS,6,,,,,
B3,10,1049,RS,3.5,,,,,
B3,10,1048,RS,4.3,,,,,
B3,10,1054,RS,8.5,,,,,
B3,10,1053,RS,2.8,,,,,
B3,10,1055,RS,6.2,,,,,
B3,10,1046,RS,3.9,,,,,TIP-UP
B3,10,1041,RS,6.2,,,,,
B3,10,1042,RS,6.4,,,,,
B3,10,R1,RS,0.5,,,,,
B3,10,R2,RS,,,,,,NO BH
B4,1,631,BS,2.4,,,,,
B4,1,685,BS,10.9,,,,,
B4,1,630,BS,9.6,,,,,
B4,1,667,BS,1.6,,,,,
B4,1,677,BS,9.4,,,,,
B4,1,669,BS,9,,,,,
B4,1,658,BS,6.3,,,,,
B4,1,678,BS,9.6,,,,,
B4,1,671,BS,9.7,,,,,
B4,1,685,BS,10.9,,,,,
B4,1,666,BS,7.8,,,,,
B4,1,625,BS,5.9,,,,,
B4,1,685,BS,11,,,,,
B4,1,652,BS,5.9,,,,,
B4,1,663,BS,9.4,,,,,
B4,1,679,BS,5.6,,,,,
B4,1,633,BS,6.8,,,,,
B4,1,662,BS,5,,,,,
B4,1,651,BS,1,,,,,
B4,1,BS3,BS,7.1,,,,,TIP-UP
B4,1,648,BS,9.6,,,,,
B4,1,665,BS,9,6.38,7,,,
B4,1,664,BS,6.8,,,,,
B4,1,680,BS,3.8,,,,,
B4,1,669,BS,8.8,,,,,
B4,1,634,BS,6,,,,,
B4,1,681,BS,9.3,,,,,
B4,1,668,BS,7.9,,,,,
B4,1,629,BS,6,,,,,
B4,1,682,BS,3.3,359,73,,,
B4,1,681,BS,9.4,,,,,
B4,1,635,BS,3.1,,,,,
B4,1,683,BS,5.9,,,,,
B4,1,646,BS,3.8,,,,,
B4,1,692,BS,6,,,,,
B4,1,694,BS,6.7,,,,,
B4,1,700,BS,7.2,,,,,
B4,1,696,BS,9.2,,,,,
B4,1,695,BS,5.7,,,,,
B4,1,699,BS,10.9,,,,,
B4,1,697,BS,7.6,,,,,
B4,1,693,BS,2.7,,,,,
B4,1,684,BS,9,,,,,
B4,1,691,BS,8.2,,,,,
B4,1,690,BS,10,,,,,
B4,1,BS1,BS,2,,,,,
B4,1,689,BS,5,,,,,
B4,1,674,BS,6.5,,,,,
B4,1,BS2,BS,1,,,,,
B4,1,673,BS,8,,,,,
B4,1,676,BS,10,,,,,
B4,1,698,BS,9.3,,,,,
B4,1,672,BS,6.5,,,,,
B4,1,683,BS,6,,,,,
B4,1,675,BS,8.5,,,,,
B4,1,682,BS,3.3,,,,,
B4,1,BS3,BS,1.7,,,,,
B4,1,650,BS,5.6,,,,,
B4,1,1026,BS,5.9,,,,,
B4,1,681,BS,9.6,,,,,
B4,1,670,BS,7.7,,,,,
B4,1,680,BS,4,,,,,
B4,1,688,BS,3.8,,,,,
B4,1,649,BS,8.5,,,,,
B4,1,687,BS,5.4,,,,,
B4,1,651,BS,1.1,,,,,
B4,1,668,BS,7,,,,,
B4,1,686,BS,5.8,,,,,
B4,1,660,BS,7.2,,,,,
B4,1,664,BS,6.8,,,,,
B4,1,BS4,BS,1.3,,,,,
B4,1,637,BS,9.7,,,,,
B4,1,653,BS,7.8,,,,,
B4,1,659,BS,5.5,,,,,
B4,1,627,BS,9.3,,,,,
B4,1,647,BS,7.1,,,,,
B4,1,636,BS,4.1,,,,,
B4,1,658,BS,6.5,,,,,
B4,1,646,BS,6.9,,,,,
B4,1,656,BS,5.4,,,,,
B4,1,626,BS,3.1,,,,,
B4,1,665,BS,6.8,,,,,
B4,1,624,BS,1.2,,,,,
B4,1,657,BS,2.2,,,,,
B4,1,646,BS,6.9,,,,,
B4,1,644,BS,7.9,,,,,
B4,1,640,BS,4.4,,,,,
B4,1,645,BS,3.8,,,,,
B4,1,638,BS,8.7,,,,,
B4,1,642,BS,2.8,,,,,
B4,1,BS5,BS,1.2,,,,,
B4,1,643,BS,2.7,,,,,
B4,1,639,BS,4.9,,,,,
B4,1,623,BS,4,,,,,
B4,1,641,BS,2.2,,,,,
B4,1,BS8,BS,7.9,,,,,TIP-UP
B4,1,707,BS,6.1,,,,,
B4,1,BS6,BS,,<1.3,,,,
B4,1,640,BS,4.4,,,,,
B4,1,BS7,BS,,<1.3,,,,
B4,1,624,BS,1.2,,,,,
B4,1,628,BS,1.8,,,,,
B4,2,606,NS,5.3,,,,,
B4,2,471,NS,7.8,,,,,
B4,2,465,WS,4,,,,,
B4,2,482,WS,5.5,,,,,
B4,2,446,WS,4.5,,,,,
B4,2,466,NS,7,,,,,
B4,2,472,WS,7.8,,,,,
B4,2,447,WS,4,,,,,
B4,2,468,WS,7,,,,,
B4,2,463,WS,8.5,,,,,
B4,2,464,NS,6.6,,,,,
B4,2,450,WS,9,,,,,
B4,2,447,NS,3.9,,,,,
B4,2,451,NS,4,,,,,
B4,2,448,WS,9.5,6.6,47,,,
B4,2,455,WS,3.9,,,,,
B4,2,452,NS,5.1,,,,,
B4,2,453,WS,8.5,,,,,
B4,2,439,NS,4.9,,,,,
B4,2,454,NS,7.8,,,,,
B4,2,448,NS,9.6,,,,,
B4,2,445,WS,7.6,,,,,
B4,2,444,NS,9.2,,,,,
B4,2,443,NS,7.8,,,,,
B4,2,456,NS,9.5,,,,,
B4,2,474,WS,7.2,,,,,
B4,2,458,WS,6.1,,,,,
B4,2,457,,7.7,,,,,
B4,2,475,NS,8.4,,,,,
B4,2,461,WS,6.9,,,,,
B4,2,463,WS,3.2,,,,,
B4,2,462,WS,5.4,,,,,
B4,2,476,WS,6.3,,,,,
B4,2,480,NS,7.4,,,,,
B4,2,477,NS,9.1,,,,,
B4,2,479,WS,2.3,,,,,
B4,2,478,NS,6.5,,,,,
B4,2,489,NS,4.4,,,,,
B4,2,478,NS,6.4,,,,,
B4,2,490,WS,8.3,,,,,
B4,2,491,NS,6.7,,,,,
B4,2,488,NS,1.6,,,,,
B4,2,494,WS,1.3,,,,,
B4,2,496,WS,9.2,,,,,DECAY
B4,2,492,WS,3.4,,,,,
B4,2,495,WS,6.4,,,,,
B4,2,493,NS,5.3,,,,,
B4,2,619,NS,5.5,,,,,
B4,2,618,WS,5.5,,,,,
B4,2,620,NS,4.7,,,,,
B4,2,608,WS,4.5,,,,,
B4,2,617,WS,3.7,,,,,
B4,2,606,WS,5.3,,,,,
B4,2,607,NS,2.5,,,,,
B4,2,498,NS,0.8,,,,,
B4,2,615,WS,3.8,,,,,
B4,2,500,WS,2.5,,,,,
B4,2,609,NS,2.9,,,,,
B4,2,486,WS,7.1,,,,,
B4,2,618,NS,8,,,,,
B4,2,612,NS,5.5,,,,,
B4,2,485,NS,8.3,,,,,
B4,2,611,NS,2.5,3.22,129,,,
B4,2,613,NS,6.5,,,,,
B4,2,610,NS,3.1,,,,,
B4,2,601,WS,3,4.33,51,,,
B4,2,614,NS,6,,,,,
B4,2,602,WS,2,,,,,
B4,2,605,NS,6.1,,,,,
B4,2,484,WS,7,,,,,
B4,2,604,NS,1.7,,,,,
B4,2,613,WS,6.4,,,,,
B4,2,487,NS,5.5,,,,,
B4,2,470,NS,9.4,,,,,
B4,2,481,NS,9.5,,,,,
B4,2,499,NS,1.3,,,,,
B4,2,469,NS,11,,,,,
B4,2,498,NS,0.8,,,,,
B4,2,473,NS,8.3,,,,,
B4,2,467,NS,8.8,,,,,
B4,2,464,WS,2.3,,,,,
B4,3,439,WS,3.5,,,,,
B4,3,442,WS,5,3.45,60,,,
B4,3,440,WS,5,,,,,
B4,3,434,WS,7.6,,,,,
B4,3,432,WS,9.5,,,,,
B4,3,437,WS,5.5,,,,,
B4,3,441,WS,4.5,,,,,
B4,3,438,WS,4.6,,,,,
B4,3,701,WS,6.8,,,,,
B4,3,433,WS,11.2,,,,,
B4,3,436,WS,4.2,,,,,
B4,3,428,WS,5.6,,,,,
B4,3,435,WS,7.5,,,,,
B4,3,430,WS,6,,,,,
B4,3,702,WS,10.8,,,,,
B4,3,424,WS,7.3,,,,,
B4,3,423,WS,8.7,,,,,
B4,3,703,WS,6.8,,,,,
B4,3,429,WS,4.2,,,,,
B4,3,425,WS,8.5,,,,,
B4,3,420,WS,6.6,,,,,
B4,3,427,WS,3.5,,,,,
B4,3,764,WS,7.2,,,,,
B4,3,418,WS,2.7,,,,,
B4,3,419,WS,8.5,,,,,
B4,3,424,WS,7.5,,,,,
B4,3,426,WS,4.9,,,,,
B4,3,705,WS,8.2,,,,,
B4,3,418,WS,3,,,,,
B4,3,411,WS,8.8,6.03,101,,,
B4,3,413,WS,6.4,,,,,
B4,3,417,WS,3.7,,,,,
B4,3,706,WS,4.4,,,,,
B4,3,410,WS,6.2,,,,,
B4,3,414,WS,7.4,,,,,
B4,3,415,WS,3.9,,,,,
B4,3,421,WS,,<4.5,,,,ALIVE- BROKEN TOP
B4,3,404,WS,4.7,,,,,
B4,3,416,WS,2.2,,,,,
B4,3,412,WS,10.4,,,,,
B4,3,422,WS,7.6,,,,,
B4,3,411,WS,8.3,,,,,
B4,3,707,WS,5.9,,,,,
B4,3,402,WS,1.7,,,,,
B4,3,431,WS,9.4,,,,,
B4,3,405,WS,8.6,,,,,
B4,3,400,WS,3.2,,,,,
B4,3,410,WS,5.8,,,,,
B4,3,708,WS,8.8,,,,,
B4,3,401,WS,5.6,,,,,
B4,3,406,WS,7.7,,,,,
B4,3,396,WS,8.4,,,,,
B4,3,397,WS,9.9,,,,,
B4,3,390,WS,4.1,,,,,
B4,3,395,WS,3.9,,,,,
B4,3,398,WS,6.2,,,,,
B4,3,389,WS,7.6,,,,,
B4,3,399,WS,1.1,,,,,
B4,3,386,WS,8.8,,,,,
B4,3,391,WS,7,,,,,
B4,3,379,WS,7.4,,,,,
B4,3,408,WS,3.8,,,,,
B4,3,392,WS,8.1,,,,,
B4,3,385,WS,4.4,,,,,
B4,3,380,WS,8.3,,,,,
B4,3,381,WS,7.8,,,,,
B4,3,387,WS,5.8,,,,,
B4,3,384,WS,2.9,,,,,
B4,3,382,WS,10.2,,,,,
B4,3,393,WS,9.8,,,,,
B4,3,388,WS,6.1,,,,,
B4,3,394,WS,8.5,,,,,
B4,3,383,WS,6.9,,,,,
B4,3,403,WS,,<1.3,,,,ALIVE
B4,3,407,WS,4.4,,,,,
B4,3,409,WS,3.7,,,,,
B4,3,413,WS,6.6,,,,,
B4,4,347,RS,6.7,,,,,
B4,4,335,RS,4.4,,,,,
B4,4,342,RS,7.4,,,,,
B4,4,492,RS,3.3,,,,,
B4,4,340,NS,4.5,,,,,
B4,4,360,NS,5.4,,,,,
B4,4,341,RS,3,,,,,
B4,4,336,RS,2.2,,,,,
B4,4,359,RS,2.8,,,,,
B4,4,350,NS,4.1,,,,,
B4,4,337,RS,2.1,,,,,
B4,4,326,RS,4.7,,,,,
B4,4,358,RS,8.7,,,,,
B4,4,357,RS,5.5,,,,,
B4,4,339,NS,5,,,,,
B4,4,349,RS,2.1,,,,,
B4,4,356,NS,7.1,,,,,
B4,4,338,NS,,<1.3,,,,ALIVE
B4,4,348,RS,3.7,,,,,
B4,4,355,RS,2,,,,,
B4,4,358,RS,8.5,,,,,
B4,4,325,RS,2.8,,,,,
B4,4,322,NS,2.8,,,,,
B4,4,359,RS,2.1,,,,,
B4,4,353,RS,3,,,,,
B4,4,360,NS,5.3,,,,,
B4,4,323,NS,7.5,,,,,
B4,4,492,RS,3.4,,,,,
B4,4,324,NS,7.1,,,,,
B4,4,377,RS,2.2,,,,,
B4,4,459,RS,4.6,,,,,
B4,4,373,RS,7.2,,,,,
B4,4,383,NS,7.1,,,,,
B4,4,243,RS,3.5,,,,,
B4,4,331,NS,6.6,,,,,
B4,4,232,RS,1.1,,,,,
B4,4,332,RS,2.8,,,,,
B4,4,233,NS,3.3,,,,,
B4,4,352,NS,7.2,,,,,
B4,4,366,NS,6.4,,,,,
B4,4,333,NS,6.6,,,,,
B4,4,367,NS,4,,,,,
B4,4,242,RS,1.3,,,,,
B4,4,318,NS,8,,,,,
B4,4,369,NS,5.7,,,,,
B4,4,364,NS,5.8,,,,,
B4,4,368,NS,5.7,,,,,
B4,4,319,RS,3.9,,,,,
B4,4,354,RS,2.3,,,,,
B4,4,375,RS,4,,,,,
B4,4,330,RS,8,,,,,
B4,4,353,RS,3,,,,,
B4,4,345,RS,8.1,,,,,
B4,4,320,RS,8.6,,,,,
B4,4,374,RS,6.3,,,,,
B4,4,373,RS,5.2,,,,,
B4,4,346,RS,5.6,,,,,
B4,4,329,RS,,4.3,,,,ALIVE
B4,4,344,NS,3,,,,,
B4,4,334,NS,8.1,,,,,
B4,4,362,RS,7.4,,,,,
B4,4,376,RS,7,,,,,
B4,4,328,RS,3,,,,,
B4,4,377,RS,2.2,,,,,
B4,4,343,RS,0.8,,,,,
B4,4,378,NS,9.1,,,,,
B4,4,337,RS,9.3,,,,,
B4,4,338,RS,,<1.3,,,,
B4,4,321,,,,,,,DEAD
B4,4,322,RS,2.7,,,,,
B4,4,361,RS,,<1.3,,,,
B4,4,326,RS,4.9,,,,,
B4,4,327,NS,9.2,,,,,
B4,4,328,RS,3.5,,,,,
B4,4,331,NS,6.5,,,,,
B4,4,332,RS,2.9,,,,,
B4,4,351,RS,9.2,,,,,
B4,4,363,RS,7.2,,,,,
B4,4,365,RS,,<1.3,,,,ALIVE
B4,4,368,NS,5.4,,,,,
B4,4,370,RS,4.9,,,,,
B4,4,371,RS,5.8,,,,,
B4,4,372,NS,7.1,,,,,
B4,4,375,RS,3.3,,,,,
B4,4,378,NS,9,,,,,
B4,5,274,WS,4.9,,,,,
B4,5,284,BS,8.7,,,,,
B4,5,291,BS,9.9,5.58,42,,,
B4,5,283,WS,6.1,,,,,
B4,5,292,WS,7.1,,,,,
B4,5,263,BS,6.6,,,,,
B4,5,282,BS,6.5,,,,,DOWN BUT ALIVE
B4,5,275,BS,3.4,,,,,
B4,5,297,BS,2.2,,,,,
B4,5,281,WS,4.5,,,,,
B4,5,276,BS,2.5,,,,,
B4,5,296,WS,4.8,,,,,
B4,5,280,BS,6,,,,,
B4,5,307,WS,4.6,,,,,
B4,5,277,WS,3.7,,,,,
B4,5,293,WS,2.9,,,,,
B4,5,278,BS,8,,,,,
B4,5,295,WS,9.1,,,,,
B4,5,279,WS,7,,,,,
B4,5,294,BS,9.8,,,,,
B4,5,278,BS,7.9,,,,,
B4,5,260,WS,6,,,,,
B4,5,257,BS,7.7,,,,,
B4,5,258,BS,5.5,,,,,
B4,5,259,WS,8.6,,,,,BROKEN
B4,5,246,WS,8.9,,,,,
B4,5,261,WS,2.7,,,,,
B4,5,262,BS,4.3,,,,,DOWN BUT 
B4,5,263,BS,6.3,,,,,
B4,5,247,WS,0.4,,,,,
B4,5,255,BS,4.5,,,,,DOWNED
B4,5,248,BS,2.3,,,,,DEAD STANDING
B4,5,308,WS,10.4,,,,,
B4,5,309,BS,8.7,,,,,
B4,5,307,WS,4.7,,,,,
B4,5,310,WS,11.6,,,,,
B4,5,298,BS,6.1,,,,,PROPPED UP
B4,5,311,BS,7,,,,,
B4,5,312,BS,9.1,,,,,
B4,5,306,WS,7.4,,,,,
B4,5,313,BS,12.8,,,,,
B4,5,314,WS,8.9,,,,,
B4,5,305,WS,5.7,,,,,
B4,5,315,BS,9.7,,,,,
B4,5,299,WS,11.1,,,,,
B4,5,304,BS,3.2,,,,,
B4,5,316,WS,7.3,,,,,
B4,5,301,BS,6.9,,,,,
B4,5,288,WS,0.5,,,,,
B4,5,317,BS,4.6,,,,,
B4,5,303,BS,4.9,,,,,
B4,5,268,WS,2.3,,,,,
B4,5,286,WS,2.5,,,,,
B4,5,442,WS,5,,,,,
B4,5,416,WS,2,,,,,
B4,5,287,WS,0.8,,,,,
B4,5,302,WS,1.7,,,,,
B4,5,285,WS,2,,,,,
B4,5,271,BS,3.8,,,,,
B4,5,287,WS,0.3,,,,,
B4,5,272,,4,,,,,
B4,5,300,WS,4.5,,,,,
B4,5,289,WS,4.1,,,,,
B4,5,273,BS,5,,,,,
B4,5,290,BS,3.8,,,,,
B4,5,256,WS,6,,,,,
B4,5,249,WS,3.4,,,,,
B4,5,265,WS,8.6,,,,,
B4,5,250,WS,2.4,,,,,
B4,5,254,BS,2.8,,,,,
B4,5,389,WS,7.5,,,,,LEANING
B4,5,265,BS,7.9,,,,,
B4,5,253,WS,2.1,,,,,
B4,5,252,WS,2.8,,,,,
B4,5,251,WS,4.4,,,,,
B4,5,266,,,,,,,BELOW DBH- CAN'T ID SPECIES- DEAD
B4,5,267,WS,1.4,,,,,
B4,5,270,WS,2.1,,,,,
B4,5,272,WS,4.2,,,,,
B4,5,271,BS,3.8,,,,,
B4,5,273,BS,5.4,,,,,
B4,5,287,WS,0.4,,,,,
B4,5,285,WS,2.2,,,,,
B4,6,250,RS,2.9,,,,,
B4,6,238,RS,2.3,,,,,
B4,6,243,RS,3.5,,,,,
B4,6,239,RS,5.5,,,,,
B4,6,242,RS,1.4,,,,,
B4,6,241,RS,3,,,,,
B4,6,249,RS,5.2,,,,,
B4,6,230,RS,10.5,,,,,
B4,6,233,RS,3.2,,,,,
B4,6,245,RS,,,,,,TIP-UP
B4,6,224,RS,5.7,,,,,
B4,6,234,RS,3.8,,,,,
B4,6,235,RS,3.3,,,,,
B4,6,223,RS,6.4,,,,,
B4,6,231,RS,1,,,,,
B4,6,236,RS,3,,,,,
B4,6,216,RS,5.5,,,,,
B4,6,237,RS,2.6,,,,,
B4,6,232,RS,1.1,,,,,
B4,6,215,RS,8,,,,,
B4,6,226,RS,,<1.3,,,,ALIVE
B4,6,214,RS,3.8,,,,,
B4,6,227,RS,,,,,,DEAD
B4,6,212,RS,5.8,,,,,
B4,6,228,RS,1.8,,,,,
B4,6,246,RS,9,,,,,TIP-UP
B4,6,214,RS,8.5,,,,,
B4,6,229,RS,5.9,,,,,
B4,6,257,RS,7.7,,,,,
B4,6,217,RS,4.9,,,,,
B4,6,259,RS,9.4,,,,,
B4,6,222,RS,,,,,,
B4,6,218,RS,0.8,,,,,
B4,6,262,RS,,,,,,TIP-UP
B4,6,219,RS,1.3,,,,,
B4,6,221,RS,,<1.3,,,,ALIVE
B4,6,256,RS,6.3,,,,,
B4,6,262,RS,,,,,,TIP-UP
B4,6,213,RS,,,,,,DEAD
B4,7,185,NS,9.3,,,,,
B4,7,B47-1,BS,8.1,,,,,HORIZONTAL BUT ALIVE
B4,7,184,NS,8.9,,,,,
B4,7,194,NS,7.9,,,,,
B4,7,195,BS,2.7,,,,,
B4,7,171,NS,4.7,,,,,
B4,7,172,NS,5.3,,,,,
B4,7,181,NS,7.8,,,,,
B4,7,173,NS,11.3,,,,,
B4,7,174,BS,6.1,,,,,LEANING
B4,7,176,BS,2.1,,,,,DEAD
B4,7,175,NS,5.8,,,,,
B4,7,167,BS,7.1,,,,,
B4,7,177,NS,9.2,,,,,
B4,7,79,BS,4.6,,,,,
B4,7,161,NS,7.4,,,,,
B4,7,162,BS,7.5,,,,,
B4,7,168,BS,8,,,,,
B4,7,B47-2,NS,8,,,,,LAYING ON THE GROUND
B4,7,169,NS,7,,,,,
B4,7,170,BS,5.4,,,,,
B4,7,211,NS,8,,,,,
B4,7,210,BS,9.3,,,,,
B4,7,197,NS,5.2,,,,,
B4,7,209,NS,5.1,,,,,
B4,7,208,BS,4.2,,,,,
B4,7,207,NS,5.5,,,,,
B4,7,200,BS,6.7,,,,,
B4,7,206,NS,7.8,,,,,
B4,7,205,BS,8.9,,,,,
B4,7,201,BS,8.4,,,,,
B4,7,309,BS,8.7,,,,,MAYBE NEXT PLOT TREE
B4,7,202,NS,6.2,,,,,
B4,7,308,WS,10.4,,,,,PROBABLY NEXT PLOT TREE AS WHITE SPRUCE
B4,7,203,BS,7.5,,,,,
B4,7,182,BS,8.8,,,,,
B4,7,183,BS,7.5,,,,,
B4,7,204,NS,13,,,,,
B4,7,198,NS,12,,,,,
B4,7,193,NS,5.4,,,,,
B4,7,196,NS,10.2,,,,,
B4,7,192,NS,7,,,,,
B4,7,190,NS,9,,,,,
B4,7,191,BS,5,,,,,
B4,7,93,NS,8,,,,,…AT BELOW DBH
B4,7,93,NS,9,,,,,TWO TREES
B4,7,92,NS,8.5,,,,,
B4,7,189,NS,5.5,,,,,SAP SUCKER DAMAGE
B4,7,178,BS,7,,,,,
B4,7,188,NS,1.6,,,,,TOP HAD CUT
B4,7,188,NS,1.6,,,,,TWO STEMS
B4,7,179,NS,6.2,4.72,62,,,
B4,7,187,BS,5.9,,,,,
B4,7,180,BS,4,,,,,
B4,7,186,NS,9.5,,,,,
B4,8,165,RS,3.5,,,,,
B4,8,164,RS,3.5,,,,,
B4,8,166,BS,7,,,,,
B4,8,159,BS,7,,,,,
B4,8,158,RS,8,,,,,
B4,8,147,RS,3.5,,,,,
B4,8,157,BS,6.5,,,,,
B4,8,148,BS,6.2,,,,,
B4,8,152,RS,4.2,,,,,
B4,8,146,BS,6,,,,,
B4,8,150,WS,4.2,,,,,SPECIES=WS
B4,8,149,RS,5.7,,,,,
B4,8,128,BS,7,,,,,
B4,8,151,WS,1.2,,,,,SPECIES=WS
B4,8,127,BS,3.9,,,,,
B4,8,1706,RS,0.4,,,,,TAGGED
B4,8,139,BS,7.1,,,,,DOWNED
B4,8,126,BS,4.9,,,,,
B4,8,129,BS,10,,,,,
B4,8,140,BS,6.9,,,,,
B4,8,137,RS,5.9,,,,,
B4,8,138,WS,0.3,,,,,WHITE SPRUCE
B4,8,130,BS,5.4,,,,,
B4,8,136,BS,7.6,,,,,
B4,8,125,BS,7.5,,,,,
B4,8,135,RS,4.2,,,,,
B4,8,145,BS,9.5,,,,,
B4,8,124,RS,2,,,,,
B4,8,152,BS,1.3,,,,,
B4,8,123,BS,3.5,,,,,
B4,8,144,RS,2.7,,,,,
B4,8,153,RS,2.3,,,,,YELLOW FOLIAGE
B4,8,156,RS,5,,,,,
B4,8,122,BS,5.9,,,,,
B4,8,160,BS,4.9,,,,,
B4,8,131,RS,0.4,,,,,
B4,8,163,BS,8.2,,,,,
B4,8,134,BS,6.2,,,,,
B4,8,168,BS,8.2,,,,,
B4,8,141,RS,,,,,,UNDER DBH
B4,8,155,BS,5.6,,,,,
B4,8,244,BS,8,,,,,
B4,8,162,BS,7.5,,,,,
B4,8,154,RS,3.8,,,,,
B4,8,161,NS,8.2,,,,,SPECIES=NS
B4,8,142,BS,2.5,,,,,DEAD
B4,8,133,BS,6.7,,,,,
B4,8,122,BS,5.8,,,,,
B4,8,132,BS,5,,,,,DEAD
B4,9,78,NS,8.7,,,,,SP=NORWAY SPRUCE
B4,9,77,RS,2.3,,,,,
B4,9,79,RS,4.5,,,,,
B4,9,1691,RS,1.5,,,,,RETAGGED
B4,9,80,WS,4.8,,,,,
B4,9,92,NS,9.1,,,,,SP=NS
B4,9,81,WS,9.7,,,,,
B4,9,89,WS,7.2,,,,,
B4,9,76,WS,8.6,,,,,
B4,9,88,RS,7.2,,,,,
B4,9,R91,RS,3.5,,,,,RETAGGED
B4,9,87,RS,2,,,,,
B4,9,75,RS,3.3,,,,,
B4,9,82,WS,11.8,,,,,
B4,9,74,WS,3.4,,,,,DEAD
B4,9,83,RS,5.2,,,,,
B4,9,86,WS,10,,,,,
B4,9,73,RS,7,,,,,
B4,9,R92,WS,7.9,,,,,RETAGGED
B4,9,85,RS,7.5,,,,,
B4,9,72,RS,5.6,,,,,
B4,9,84,WS,6.5,,,,,
B4,9,99,WS,10.3,,,,,
B4,9,109,RS,6.7,,,,,
B4,9,100,RS,5.4,,,,,
B4,9,98,RS,7,,,,,
B4,9,101,WS,5.7,,,,,
B4,9,108,WS,6.2,4.13,137,,,
B4,9,97,WS,5.8,,,,,
B4,9,102,WS,11,,,,,
B4,9,103,RS,3,,,,,
B4,9,96,WS,8.1,,,,,
B4,9,107,RS,4,,,,,
B4,9,95,BS,6.4,,,,,SP=BLACK SPRUCE
B4,9,R93,RS,1.5,,,,,RETAGGED
B4,9,106,WS,9.3,,,,,
B4,9,104,WS,1.4,,,,,DEAD
B4,9,105,WS,4.4,,,,,
B4,9,90,WS,11.3,,,,,
B4,9,116,RS,6.1,,,,,
B4,9,91,WS,6.1,,,,,
B4,9,117,BS,5.9,,,,,BLACK SPRUCE
B4,9,118,WS,4.2,,,,,
B4,9,116,RS,6.1,,,,,
B4,9,115,WS,6.1,,,,,
B4,9,114,RS,3.1,,,,,
B4,9,113,WS,5.6,,,,,BROKEN TOP
B4,9,112,WS,12.4,,,,,
B4,9,111,RS,1.8,,,,,
B4,9,119,WS,8,,,,,
B4,9,110,WS,10.5,,,,,
B4,9,121,RS,4.2,,,,,
B4,9,120,WS,7.7,,,,,
B4,10,18,NS,6.2,,,,,
B4,10,24,NS,5.8,,,,,
B4,10,25,NS,8.4,,,,,
B4,10,1550,NS,3.4,,,,,
B4,10,16,NS,7.7,,,,,
B4,10,19,NS,6.9,,,,,
B4,10,42,NS,9.8,,,,,
B4,10,15,NS,9.1,,,,,
B4,10,14,NS,11.1,,,,,
B4,10,1,NS,4.3,,,,,
B4,10,2,NS,10.6,,,,,
B4,10,13,NS,9.5,,,,,
B4,10,3,NS,9,,,,,
B4,10,37,NS,8.5,,,,,
B4,10,12,NS,2.5,,,,,
B4,10,36,NS,8.6,,,,,
B4,10,4,NS,8.3,,,,,
B4,10,5,NS,5.5,,,,,
B4,10,35,NS,10,,,,,
B4,10,34,NS,9.3,,,,,
B4,10,6,NS,5.7,,,,,
B4,10,33,NS,7.9,,,,,
B4,10,20,NS,7.4,,,,,
B4,10,42,NS,9.8,,,,,
B4,10,11,NS,4.5,,,,,
B4,10,10,NS,8.2,,,,,
B4,10,21,NS,5.5,,,,,
B4,10,22,NS,8.8,,,,,
B4,10,8,NS,7.6,,,,,
B4,10,23,NS,7.2,,,,,
B4,10,36,NS,8.6,,,,,
B4,10,9,NS,5.6,,,,,
B4,10,7,NS,4.3,,,,,
B4,10,17,NS,3.6,,,,,
B4,10,26,NS,8.4,,,,,
B4,10,48,NS,9.5,,,,,
B4,10,51,NS,,,,,,DEAD
B4,10,62,NS,8.5,,,,,
B4,10,65,NS,,,,,,DEAD
B4,10,67,NS,8.6,,,,,
B4,10,69,NS,6.3,,,,,
B4,10,60,NS,6.2,,,,,
B4,10,68,NS,5.7,,,,,
B4,10,61,NS,10.1,,,,,
B4,10,58,NS,5,,,,,
B4,10,59,NS,4.9,,,,,
B4,10,55,NS,6.8,,,,,
B4,10,56,NS,4.6,,,,,TIP-UP
B4,10,66,NS,5,,,,,
B4,10,57,NS,6.9,,,,,
B4,10,54,NS,6.4,,,,,
B4,10,64,NS,5.3,,,,,
B4,10,43,NS,7.5,,,,,
